Position #,FullName,Gender,Salary,Department,DepartmentName,Division,AssignmentCategory,Title,HiringAnalyst,VacancyStatus,VacancyDate,BudgetDate,PostingDate,InterviewDate,OfferDate,AcceptanceDate,SecurityCheckDate,HireDate
11691,"NYZIO, SHERWOOD",M,"$49,951.57",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Transit Information Systems Technician,BARBARA DAVIS,Filled,11/13/11,11/19/11,11/30/11,12/18/11,12/29/11,1/10/12,1/19/12,1/27/12
11692,"NOBLIT, DENNIS",M,"$115,469.07",DLC,Department of Liquor Control,IT Administration,Fulltime-Regular,Manager III,JOHN BROWN,Filled,10/24/11,11/9/11,11/16/11,12/15/11,1/1/12,1/7/12,1/19/12,1/27/12
11693,"RUEGSEGGER, MARGY",F,"$134,718.00",FIN,Department of Finance,Division of Fiscal Management,Fulltime-Regular,Manager III,MICHAEL GARCIA,Filled,10/26/11,11/13/11,11/22/11,12/17/11,12/31/11,1/7/12,1/19/12,1/27/12
11694,"TRIPP, BARNEY",M,"$41,844.60",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,11/7/11,11/15/11,11/22/11,12/11/11,12/22/11,1/3/12,1/19/12,1/27/12
11695,"CHISAMORE, CASEY",M,"$58,001.00",FRS,Fire and Rescue Services,Station 23,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,11/18/11,11/27/11,12/10/11,12/27/11,1/11/12,1/14/12,1/18/12,1/27/12
11696,"BODIN, ARTHUR",M,"$43,308.58",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,11/23/11,12/6/11,12/12/11,12/26/11,1/6/12,1/12/12,1/18/12,1/27/12
11697,"DANDRADE, JAY",M,"$98,381.19",DOT,Department of Transportation,Transit Safety and Instruction,Fulltime-Regular,Manager III,LINDA JONES,Filled,11/20/11,12/6/11,12/12/11,12/29/11,1/4/12,1/11/12,1/18/12,1/27/12
11698,"FLATLAND, ROBBIE",M,"$41,844.60",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,10/21/11,11/7/11,11/16/11,12/10/11,12/25/11,1/5/12,1/18/12,1/27/12
11699,"JOHNCOX, TRUMAN",M,"$54,780.00",FRS,Fire and Rescue Services,Station 16,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/11/11,11/26/11,11/30/11,12/23/11,12/29/11,1/10/12,1/17/12,1/27/12
11700,"CORBETT, KIP",M,"$43,308.58",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,11/17/11,11/30/11,12/6/11,12/27/11,1/4/12,1/9/12,1/17/12,1/27/12
11701,"TUSCANO, RUSS",M,"$54,780.00",FRS,Fire and Rescue Services,Station 23,Fulltime-Regular,Firefighter/Rescuer III,MICHAEL GARCIA,Filled,11/15/11,11/21/11,11/30/11,12/19/11,1/3/12,1/7/12,1/17/12,1/27/12
11702,"OCHAMPAUGH, BRADY",M,"$58,001.00",FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,10/28/11,11/7/11,11/18/11,12/6/11,12/20/11,1/7/12,1/17/12,1/27/12
11703,"PETROSKE, MELVIN",M,"$64,065.42",HHS,Department of Health and Human Services,Adult Drug Court,Fulltime-Regular,Therapist II,MARIA TAYLOR,Filled,11/4/11,11/21/11,11/26/11,12/18/11,12/25/11,1/4/12,1/17/12,1/27/12
11704,"MUNCIE, MARKUS",M,"$60,610.00",FRS,Fire and Rescue Services,Station 24,Fulltime-Regular,Firefighter/Rescuer III,MICHAEL GARCIA,Filled,10/27/11,11/14/11,11/19/11,12/12/11,12/28/11,1/5/12,1/16/12,1/27/12
11705,"BUDDY, AL",M,"$69,353.74",FRS,Fire and Rescue Services,CIP and Facilities,Fulltime-Regular,Facilities and Equipment Maintenance Coordinator,WILLIAM WILSON,Filled,10/31/11,11/13/11,11/18/11,12/7/11,12/21/11,1/4/12,1/16/12,1/27/12
11706,"BUMGARNER, ARIEL",M,"$78,043.33",HHS,Department of Health and Human Services,Adult Drug Court,Fulltime-Regular,Behavioral Health Associate Counselor,MARIA TAYLOR,Filled,11/13/11,11/28/11,12/9/11,12/24/11,1/7/12,1/11/12,1/15/12,1/27/12
11707,"LATOUF, EMERSON",M,"$43,308.58",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,10/29/11,11/15/11,11/25/11,12/18/11,1/3/12,1/10/12,1/15/12,1/27/12
11708,"LANGSFORD, KACIE",F,"$81,377.64",FIN,Department of Finance,Accounts Receivable,Fulltime-Regular,Accountant/Auditor III,MICHAEL GARCIA,Filled,11/5/11,11/14/11,11/27/11,12/18/11,1/2/12,1/10/12,1/15/12,1/27/12
11709,"VANARSDELL, NEVILLE",M,"$62,647.00",FRS,Fire and Rescue Services,Station 31,Fulltime-Regular,Firefighter/Rescuer III,ELIZABETH RODRIGUEZ,Filled,11/25/11,12/5/11,12/6/11,12/27/11,1/3/12,1/9/12,1/15/12,1/27/12
11710,"AWENDER, BURT",M,"$43,308.58",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,10/22/11,11/3/11,11/19/11,12/12/11,12/24/11,1/8/12,1/15/12,1/27/12
11711,"FREVELE, DERICK",M,"$54,780.00",FRS,Fire and Rescue Services,Station 34,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/9/11,11/19/11,11/25/11,12/17/11,1/3/12,1/6/12,1/15/12,1/27/12
11712,"LUBANSKI, DUSTY",M,"$43,308.58",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,10/31/11,11/8/11,11/20/11,12/15/11,12/21/11,1/4/12,1/15/12,1/27/12
11713,"TIRU, JONA",F,"$92,931.00",DOT,Department of Transportation,Traffic Engineering and Operations Management Services,Fulltime-Regular,Administrative Specialist III,LINDA JONES,Filled,11/19/11,11/24/11,12/1/11,12/18/11,12/29/11,1/3/12,1/15/12,1/27/12
11714,"MAZZITELLI, DARREL",M,"$49,947.78",FRS,Fire and Rescue Services,Logistics,Fulltime-Regular,Supply Technician II,JENNIFER MARTINEZ,Filled,11/7/11,11/13/11,11/19/11,12/8/11,12/25/11,1/3/12,1/15/12,1/27/12
11715,"MESHEW, IRA",M,"$52,171.00",FRS,Fire and Rescue Services,Station 24,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/8/11,11/21/11,12/5/11,12/21/11,1/2/12,1/7/12,1/14/12,1/27/12
11716,"OBERMAN, LINCOLN",M,"$62,329.24",DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,PATRICIA WILLIAMS,Filled,11/8/11,11/14/11,11/24/11,12/15/11,12/27/11,1/7/12,1/14/12,1/27/12
11717,"GAIDO, CLAUDE",M,"$43,308.58",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,11/11/11,11/22/11,11/29/11,12/18/11,12/30/11,1/5/12,1/14/12,1/27/12
11718,"NAGIN, LYNWOOD",M,"$54,780.00",FRS,Fire and Rescue Services,Station 17,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/12/11,11/24/11,12/2/11,12/24/11,1/1/12,1/5/12,1/13/12,1/27/12
11719,"SCHIPPERT, ABEL",M,"$54,780.00",FRS,Fire and Rescue Services,Station 35,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/13/11,11/21/11,11/29/11,12/18/11,12/28/11,1/2/12,1/13/12,1/27/12
11720,"IRMITER, SEAN",M,"$60,610.00",FRS,Fire and Rescue Services,Station 29,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/9/11,11/14/11,11/23/11,12/9/11,12/20/11,12/31/11,1/12/12,1/27/12
11721,"BARAGAN, LES",M,"$17,704.76",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,CHARLES MOORE,Filled,11/10/11,11/20/11,11/26/11,12/13/11,12/24/11,12/29/11,1/6/12,1/27/12
11722,"KNICKMAN, DARYL",M,"$40,896.30",DOT,Department of Transportation,Sign and Marking Shop,Fulltime-Regular,Equipment Operator II,ROBERT MILLER,Filled,11/21/11,11/27/11,12/6/11,12/21/11,1/1/12,1/12/12,1/23/12,1/26/12
11723,"FEARY, MISTIE",F,"$52,533.65",HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,MARIA TAYLOR,Filled,11/7/11,11/20/11,11/28/11,12/17/11,12/30/11,1/14/12,1/22/12,1/26/12
11724,"ROADS, DORRIS",F,"$58,070.30",DTS,Department of Technology Services,EASD Geographic Information System,Fulltime-Regular,Senior Information Technology Specialist,MICHAEL GARCIA,Filled,11/9/11,11/20/11,11/28/11,12/17/11,12/31/11,1/9/12,1/21/12,1/26/12
11725,"LESNIAK, CHRISTOPER",M,"$43,309.17",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,11/14/11,11/28/11,12/13/11,12/31/11,1/9/12,1/14/12,1/20/12,1/26/12
11726,"WEYERS, NICK",M,"$60,102.76",HHS,Department of Health and Human Services,Substance Abuse Prevention,Fulltime-Regular,Program Manager I,RICHARD THOMAS,Filled,11/7/11,11/24/11,12/2/11,12/21/11,1/5/12,1/13/12,1/20/12,1/26/12
11727,"PELKY, JACINTO",M,"$87,361.93",REC,Department of Recreation,Management Services,Fulltime-Regular,Accountant/Auditor III,THOMAS WHITE,Filled,11/10/11,11/24/11,12/4/11,12/26/11,1/5/12,1/12/12,1/19/12,1/26/12
11728,"LLINAS, JESSE",M,"$43,309.17",DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,11/9/11,11/27/11,12/3/11,12/22/11,1/6/12,1/10/12,1/19/12,1/26/12
11729,"OLIBRICE, BRIANNA",F,"$77,821.14",HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Administrative Specialist III,JENNIFER MARTINEZ,Filled,11/15/11,11/24/11,11/29/11,12/14/11,12/31/11,1/10/12,1/19/12,1/26/12
11730,"TARADASH, JOHNETTA",F,"$52,301.52",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,JENNIFER MARTINEZ,Filled,10/29/11,11/12/11,11/20/11,12/9/11,12/24/11,1/6/12,1/19/12,1/26/12
11731,"WEDINGTON, ERIC",M,"$43,308.58",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,11/17/11,11/27/11,12/3/11,12/22/11,1/1/12,1/10/12,1/18/12,1/26/12
11732,"KLEMENTOWSKI, WILTON",M,"$46,593.04",CCL,County Council,Council Members and Staff,Fulltime-Regular,Public Administration Associate,MARY SMITH,Filled,11/8/11,11/25/11,12/5/11,12/24/11,1/5/12,1/10/12,1/17/12,1/26/12
11733,"ANTRAM, ROOSEVELT",M,"$54,455.61",DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,PATRICIA WILLIAMS,Filled,11/17/11,11/22/11,12/2/11,12/18/11,1/4/12,1/8/12,1/17/12,1/26/12
11734,"CHILE, LIBERTY",F,"$53,814.96",CCL,County Council,Council Members and Staff,Fulltime-Regular,Legislative Senior Aide III,MARY SMITH,Filled,11/3/11,11/27/11,12/2/11,12/22/11,1/2/12,1/10/12,1/16/12,1/26/12
11735,"ZURASKI, GREG",M,"$43,308.58",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,11/10/11,11/30/11,12/8/11,12/26/11,1/5/12,1/9/12,1/16/12,1/26/12
11736,"TRUELSON, MOLLIE",F,"$43,309.17",DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,11/19/11,11/27/11,12/4/11,12/22/11,1/2/12,1/7/12,1/16/12,1/26/12
11737,"HEINZE, ALLAN",M,"$43,309.17",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,10/30/11,11/10/11,11/19/11,12/10/11,12/22/11,12/30/11,1/15/12,1/26/12
11738,"VIANO, COY",M,"$43,309.17",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,11/22/11,12/2/11,12/8/11,12/24/11,1/1/12,1/10/12,1/14/12,1/26/12
11739,"DEVOTI, MICHIKO",F,"$78,492.66",HHS,Department of Health and Human Services,Nursing Home Inspections,Fulltime-Regular,Community Health Nurse II,RICHARD THOMAS,Filled,11/24/11,11/30/11,12/5/11,12/20/11,12/27/11,1/5/12,1/13/12,1/26/12
11740,"KASLOW, GENE",M,"$54,541.00",COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/16/11,11/27/11,12/7/11,12/24/11,1/3/12,1/5/12,1/12/12,1/26/12
11741,"LINICK, DAVIS",M,"$43,309.17",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,11/5/11,11/14/11,11/25/11,12/13/11,12/24/11,1/4/12,1/11/12,1/26/12
11742,"KARWOWSKI, KRIS",M,"$56,299.00",SHF,Sheriff's Office,Sheriff Domestic Violence,Fulltime-Regular,Deputy Sheriff III,THOMAS WHITE,Filled,10/30/11,11/6/11,11/20/11,12/11/11,12/21/11,1/2/12,1/9/12,1/26/12
11743,"PRUSH, MATHEW",M,"$50,837.00",SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff III,THOMAS WHITE,Filled,10/16/11,10/27/11,11/15/11,12/8/11,12/22/11,12/28/11,1/7/12,1/26/12
11744,"BLACKLEDGE, LEONIE",F,"$31,111.85",LIB,Department of Public Libraries,Noyes Library,Parttime-Regular,Library Assistant I,SUSAN HERNANDEZ,Filled,11/10/11,11/22/11,12/5/11,12/27/11,1/6/12,1/14/12,1/18/12,1/25/12
11745,"AALGAARD, COREY",M,"$28,628.90",DLC,Department of Liquor Control,Walnut Hill,Parttime-Regular,Liquor Store Clerk I,JOHN BROWN,Filled,10/31/11,11/11/11,11/22/11,12/17/11,1/2/12,1/8/12,1/18/12,1/25/12
11746,"AIRO, LEONARDO",M,"$43,309.17",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,10/23/11,11/4/11,11/15/11,11/29/11,12/11/11,12/27/11,1/8/12,1/25/12
11747,"PIRKL, CLAIR",M,"$36,536.27",CEC,Community Engagement Cluster,Wheaton Urban District,Fulltime-Regular,Public Service Worker II,MARY SMITH,Filled,11/6/11,11/14/11,11/24/11,12/13/11,12/28/11,1/10/12,1/18/12,1/24/12
11748,"SCHNIEPP, QUIANA",F,"$61,003.09",CCL,County Council,Council Members and Staff,Fulltime-Regular,Legislative Senior Aide III,MARY SMITH,Filled,10/30/11,11/17/11,11/25/11,12/18/11,12/29/11,1/4/12,1/13/12,1/24/12
11749,"TORRANO, MONIQUE",F,"$56,451.00",COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/6/11,11/17/11,11/27/11,12/14/11,12/25/11,1/5/12,1/11/12,1/24/12
11750,"PULVINO, BROOKS",M,"$99,009.46",FIN,Department of Finance,General Accounting,Fulltime-Regular,Senior Financial Specialist,MICHAEL GARCIA,Filled,10/28/11,11/7/11,11/17/11,12/12/11,12/23/11,1/1/12,1/11/12,1/24/12
11751,"MEHMETI, ANISSA",F,"$56,451.00",COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/15/11,12/1/11,12/6/11,12/24/11,12/31/11,1/2/12,1/10/12,1/24/12
11752,"COGGESHALL, FORREST",M,"$56,451.00",COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/4/11,11/21/11,11/29/11,12/15/11,12/25/11,12/31/11,1/8/12,1/24/12
11753,"FITE, JOEL",M,"$52,301.86",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,MARIA TAYLOR,Filled,11/9/11,11/30/11,12/2/11,12/20/11,1/1/12,1/7/12,1/21/12,1/23/12
11754,"MCWEENEY, MATHILDA",F,"$122,315.16",HHS,Department of Health and Human Services,Director's Office,Fulltime-Regular,Manager II,RICHARD THOMAS,Filled,11/24/11,12/8/11,12/12/11,12/28/11,1/7/12,1/17/12,1/20/12,1/23/12
11755,"BAUZA, JO",F,"$80,727.82",HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Community Health Nurse II,MARIA TAYLOR,Filled,11/17/11,11/29/11,12/2/11,12/25/11,1/5/12,1/14/12,1/18/12,1/23/12
11756,"OPPERMANN, REYNA",F,"$28,628.90",DLC,Department of Liquor Control,Muddy Branch,Parttime-Regular,Liquor Store Clerk I,JOHN BROWN,Filled,10/28/11,11/10/11,11/21/11,12/17/11,12/30/11,1/11/12,1/18/12,1/23/12
11757,"SANDSTROM, MICHAELA",F,"$87,697.41",HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Supervisory Therapist,DAVID ANDERSON,Filled,10/25/11,11/8/11,11/22/11,12/14/11,12/25/11,1/7/12,1/18/12,1/23/12
11758,"DAFFRON, DARIUS",M,"$54,531.00",FRS,Fire and Rescue Services,Station 25,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/4/11,11/20/11,12/2/11,12/25/11,1/4/12,1/9/12,1/17/12,1/23/12
11759,"HATTON, ARDELLE",F,"$54,531.00",FRS,Fire and Rescue Services,Station 25,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,11/3/11,11/21/11,12/1/11,12/21/11,12/29/11,1/5/12,1/17/12,1/23/12
11760,"MEGGINSON, CORDELL",M,"$41,573.74",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,BARBARA DAVIS,Filled,11/15/11,11/26/11,12/7/11,12/20/11,12/31/11,1/10/12,1/15/12,1/23/12
11761,"GHEGAN, JUDE",M,"$97,425.00",HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,Fulltime-Regular,Environmental Health Specialist III,DAVID ANDERSON,Filled,11/5/11,11/21/11,11/28/11,12/17/11,12/28/11,1/7/12,1/15/12,1/23/12
11762,"DREIS, AL",M,"$28,628.90",DLC,Department of Liquor Control,Burtonsville,Parttime-Regular,Liquor Store Clerk I,JOHN BROWN,Filled,11/9/11,11/21/11,12/1/11,12/15/11,1/1/12,1/6/12,1/15/12,1/23/12
11763,"LABEFF, LASHAWN",F,"$52,472.22",DEP,Department of Environmental Protection,Field Services,Fulltime-Regular,Environmental Health Specialist III,PATRICIA WILLIAMS,Filled,11/3/11,11/17/11,11/26/11,12/14/11,12/26/11,1/5/12,1/15/12,1/23/12
11764,"WORRILOW, ALTON",M,"$134,546.68",DGS,Department of General Services,Fleet Management Administration,Fulltime-Regular,Manager II,PATRICIA WILLIAMS,Filled,10/27/11,11/13/11,11/22/11,12/10/11,12/26/11,1/2/12,1/15/12,1/23/12
11765,"SCOZZARO, CAMI",F,"$66,045.62",HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,Fulltime-Regular,Environmental Health Specialist III,DAVID ANDERSON,Filled,10/31/11,11/15/11,11/20/11,12/11/11,12/20/11,12/30/11,1/15/12,1/23/12
11766,"MACARTHY, BERTA",F,"$54,541.00",COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/17/11,11/27/11,12/2/11,12/14/11,12/22/11,1/1/12,1/13/12,1/23/12
11767,"VITKUS, ROSALINDA",F,"$42,876.08",DPS,Department of Permitting Services,Zoning and Site Plan Enforcement,Fulltime-Regular,Permit Technician III,BARBARA DAVIS,Filled,11/7/11,11/15/11,11/21/11,12/8/11,12/19/11,12/30/11,1/8/12,1/23/12
11768,"MARTINAS, ANGELO",M,"$44,530.00",DLC,Department of Liquor Control,"Licensure, Regulation and Education",Fulltime-Regular,Alcohol Beverage Purchasing Specialist,JOHN BROWN,Filled,10/25/11,11/12/11,11/28/11,12/20/11,1/1/12,1/6/12,1/15/12,1/22/12
11769,"DAGNAN, PABLO",M,"$41,574.04",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,ROBERT MILLER,Filled,11/9/11,11/26/11,12/6/11,12/24/11,1/1/12,1/7/12,1/14/12,1/22/12
11770,"GISBERT, GENA",F,"$55,035.41",LIB,Department of Public Libraries,Gaithersburg Library,Fulltime-Regular,Librarian I,SUSAN HERNANDEZ,Filled,10/26/11,11/7/11,11/22/11,12/11/11,12/26/11,1/5/12,1/14/12,1/22/12
11771,"GOTERA, FLETCHER",M,"$42,552.00",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Public Service Craftsworker,LINDA JONES,Filled,11/13/11,11/19/11,11/30/11,12/24/11,1/2/12,1/6/12,1/12/12,1/22/12
11772,"WINSHIP, KENDA",F,"$49,371.58",LIB,Department of Public Libraries,Wheaton Library,Fulltime-Regular,Library Associate,SUSAN HERNANDEZ,Filled,11/11/11,11/20/11,11/26/11,12/14/11,12/26/11,1/6/12,1/12/12,1/22/12
11773,"CARETHERS, REFUGIO",M,"$90,766.82",HHS,Department of Health and Human Services,Urine Monitoring Program,Fulltime-Regular,Program Manager II,RICHARD THOMAS,Filled,11/13/11,11/22/11,11/30/11,12/21/11,1/3/12,1/9/12,1/11/12,1/22/12
11774,"KACZMARSKI, ANTOINE",M,"$41,574.04",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,ROBERT MILLER,Filled,11/5/11,11/20/11,11/30/11,12/15/11,12/21/11,1/1/12,1/11/12,1/22/12
11775,"ADUSEI, ADOLPH",M,"$41,574.04",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,BARBARA DAVIS,Filled,10/31/11,11/12/11,11/22/11,12/4/11,12/15/11,12/23/11,1/5/12,1/22/12
11776,"DEDINSKY, MARLIN",M,"$42,176.56",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Public Service Craftsworker,ROBERT MILLER,Filled,11/9/11,11/19/11,12/2/11,12/20/11,12/31/11,1/10/12,1/16/12,1/21/12
11777,"AUDA, DONETTE",F,"$83,867.46",FIN,Department of Finance,Tax Operations,Fulltime-Regular,Program Manager II,MICHAEL GARCIA,Filled,11/11/11,11/17/11,11/24/11,12/15/11,12/28/11,1/7/12,1/14/12,1/21/12
11778,"LUNDELL, SEBASTIAN",M,"$40,168.15",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,ROBERT MILLER,Filled,11/11/11,11/22/11,12/1/11,12/23/11,1/2/12,1/6/12,1/12/12,1/21/12
11779,"ABEDRABBO, CORETTA",F,"$38,889.88",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Principal Administrative Aide,JENNIFER MARTINEZ,Filled,11/9/11,11/16/11,11/19/11,12/8/11,12/20/11,12/28/11,1/11/12,1/21/12
11780,"KIESAU, WAYNE",M,"$53,520.00",POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,CHARLES MOORE,Filled,11/9/11,11/21/11,11/28/11,12/17/11,12/30/11,1/2/12,1/9/12,1/21/12
11781,"SKENDER, LINDSEY",F,"$17,106.31",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,MARGARET MARTIN,Filled,10/29/11,11/7/11,11/19/11,12/7/11,12/21/11,1/1/12,1/5/12,1/21/12
11782,"DEMILIA, RAPHAEL",M,"$54,746.81",POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,Fulltime-Regular,Forensics Specialist I,JOSEPH JACKSON,Filled,10/16/11,10/31/11,11/9/11,12/2/11,12/17/11,12/23/11,1/3/12,1/21/12
11783,"MULHERON, BENNETT",M,"$28,628.90",DLC,Department of Liquor Control,Milestone,Parttime-Regular,Liquor Store Clerk I,JOHN BROWN,Filled,11/13/11,11/26/11,11/30/11,12/15/11,12/27/11,1/6/12,1/15/12,1/20/12
11784,"HERDOCIA, MILDA",F,"$28,628.90",DLC,Department of Liquor Control,Walnut Hill,Parttime-Regular,Liquor Store Clerk I,JOHN BROWN,Filled,11/13/11,11/17/11,11/29/11,12/17/11,12/28/11,1/5/12,1/13/12,1/20/12
11785,"WEBBERLEY, LOURIE",F,"$23,460.00",HHS,Department of Health and Human Services,Income Supports,Parttime-Regular,Program Specialist I,RICHARD THOMAS,Filled,11/28/11,12/6/11,12/9/11,12/28/11,1/3/12,1/4/12,1/13/12,1/20/12
11786,"WADSACK, JOSEPH",M,"$28,628.90",DLC,Department of Liquor Control,Silver Spring,Parttime-Regular,Liquor Store Clerk I,JOHN BROWN,Filled,11/6/11,11/15/11,11/24/11,12/15/11,12/27/11,12/31/11,1/13/12,1/20/12
11787,"TSCHERNE, MURIEL",F,"$28,628.90",DLC,Department of Liquor Control,Fallsgrove,Parttime-Regular,Liquor Store Clerk I,JOHN BROWN,Filled,11/4/11,11/17/11,11/25/11,12/13/11,12/24/11,1/3/12,1/10/12,1/20/12
